author,episode_number,episode_title,quote,season
Chandler,2.0,The Sonogram At The End,"Now, monica, you know that's not how you look for an engagement ring in a lasagne...",1.0
Monica,2.0,The Sonogram At The End,I just... Can't do it.,1.0
Chandler,2.0,The Sonogram At The End,Boys? We're going in.,1.0
Monica,2.0,The Sonogram At The End,Wow. That is not a happy hi.,1.0
Ross,2.0,The Sonogram At The End,Carol's pregnant.,1.0
Phoebe,2.0,The Sonogram At The End,Ooh! I found it!,1.0
Monica,2.0,The Sonogram At The End,W-w-wh-... Wha-... W-w-w-...,1.0
Ross,2.0,The Sonogram At The End,"Yeah. Do that for another two hours, you might be where I am right about now.",1.0
Chandler,2.0,The Sonogram At The End,"Kinda puts that whole pillow thing in perspective, huh, mon?",1.0
Rachel,2.0,The Sonogram At The End,"Well now, how-how do you fit into this whole thing?",1.0
Ross,2.0,The Sonogram At The End,"Well, carol says she and susan want me to be involved, but if I'm not comfortable with it, I don't have to be involved.. Basically it's entirely up to me.",1.0
Phoebe,2.0,The Sonogram At The End,She is so great! I miss her.,1.0
Monica,2.0,The Sonogram At The End,What does she mean by 'involved'?,1.0
Chandler,2.0,The Sonogram At The End,"I mean presumably, the biggest part of your job is done.",1.0
Ross,2.0,The Sonogram At The End,"Anyway, they want me to go down to this- sonogram thing with them tomorrow.",1.0
Rachel,2.0,The Sonogram At The End,So what are you gonna do?,1.0
Ross,2.0,The Sonogram At The End,"I have no idea. No matter what I do, though, I'm still gonna be a father.",1.0
Joey,2.0,The Sonogram At The End,".....well, this is still ruined, right?",1.0
Ross,2.0,The Sonogram At The End,"I- I think they're great! I, I really do.",1.0
Monica,2.0,The Sonogram At The End,"I'm sorry, why is this girl going to call me?",1.0
Monica,2.0,The Sonogram At The End,"No mom, I don't have a restaurant, I work in a restaurant.",1.0
Monica,2.0,The Sonogram At The End,"Ross, could you come and help me with the spaghetti, please?",1.0
Monica,2.0,The Sonogram At The End,"I know this is going to sound unbelievably selfish, but, were you planning on bringing up the whole baby/lesbian thing? Because I think it might take some of the heat off me.",1.0
Monica,2.0,The Sonogram At The End,What's that supposed to mean?,1.0
Monica,2.0,The Sonogram At The End,No it's not.,1.0
Monica,2.0,The Sonogram At The End,"So, ross, what's going on with you? Any stories? No news, no little anecdotes to share with the folks?",1.0
Ross,2.0,The Sonogram At The End,"Okay! Okay. Look, i, uh- I realise you guys have been wondering what exactly happened between carol and me, and, so, well, here's the deal. Carol's a lesbian. She's living with a woman named susan. She's pregnant with my child, and she and susan are going to raise the baby.",1.0
Joey,2.0,The Sonogram At The End,"Your folks are really that bad, huh?",1.0
Ross,2.0,The Sonogram At The End,"Well, y'know, these people are pros. They know what they're doing, they take their time, they get the job done.",1.0
Monica,2.0,The Sonogram At The End,"Boy, I know they say you can't change your parents,... Boy, if you could- -i'd want yours.",1.0
Phoebe,2.0,The Sonogram At The End,"Y'know, it's even worse when you're twins.",1.0
Rachel,2.0,The Sonogram At The End,You're twins?,1.0
Phoebe,2.0,The Sonogram At The End,"Yeah. We don't speak. She's like this high-powered, driven career type.",1.0
Chandler,2.0,The Sonogram At The End,What does she do?,1.0
Phoebe,2.0,The Sonogram At The End,She's a waitress.,1.0
Rachel,2.0,The Sonogram At The End,"All right, you guys, I kinda gotta clean up now.",1.0
Monica,2.0,The Sonogram At The End,"Chandler, you're an only child, right? You don't have any of this.",1.0
Chandler,2.0,The Sonogram At The End,"Well, no, although I did have an imaginary friend, who... My parents actually preferred.",1.0
Rachel,2.0,The Sonogram At The End,"The lights, please..",1.0
Ross,2.0,The Sonogram At The End,...how long was I in there?,1.0
Rachel,2.0,The Sonogram At The End,I'm just cleaning up.,1.0
Ross,2.0,The Sonogram At The End,D'ya.. Uh.. D'ya need any help?,1.0
Rachel,2.0,The Sonogram At The End,"Uh.. Okay, sure! Thanks!",1.0
Ross,2.0,The Sonogram At The End,"Anyway.. Um.. So, you- uh- you nervous about barry tomorrow?",1.0
Rachel,2.0,The Sonogram At The End,Oh.. A little..,1.0
Rachel,2.0,The Sonogram At The End,"So, got any advice? Y'know, as someone who's recently been- dumped?",1.0
Ross,2.0,The Sonogram At The End,"Well, you may wanna steer clear of the word 'dumped'. Chances are he's gonna be this, this broken shell of a man, y'know, so you should try not to look too terrific, I know it'll be hard. Or, y'know, uh, hey!, I'll go down there, and I'll give barry back his ring, and you can go with carol and susan to the ob/gyn...",1.0
Rachel,2.0,The Sonogram At The End,"Oh, you've got carol tomorrow.. When did it get so complicated?",1.0
Rachel,2.0,The Sonogram At The End,Remember when we were in high school together?,1.0
Rachel,2.0,The Sonogram At The End,"I mean, didn't you think you were just gonna meet somone, fall in love- and that'd be it? ..ross?",1.0
Rachel,2.0,The Sonogram At The End,"Oh! Man, I never thought I'd be here..",1.0
Ross,2.0,The Sonogram At The End,Me either...,1.0
Ross,2.0,The Sonogram At The End,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. Thing.. Anyway.",1.0
Ross,2.0,The Sonogram At The End,How could I forget?,1.0
Ross,2.0,The Sonogram At The End,"Hello, susan. Good shake. Good shake. So, uh, we're just waiting for...?",1.0
Ross,2.0,The Sonogram At The End,..dr. Oberman. Okay. And is he-,1.0
Ross,2.0,The Sonogram At The End,"-she, of course, she- uh- familiar with our.. Special situation?",1.0
Ross,2.0,The Sonogram At The End,"Okay, that's great. No, I'm- oh.",1.0
Ross,2.0,The Sonogram At The End,"Quack, quack..",1.0
Rachel,2.0,The Sonogram At The End,Are you sure?,1.0
Rachel,2.0,The Sonogram At The End,I'm- uh- I'm okay... You look great!,1.0
Rachel,2.0,The Sonogram At The End,I dumped him.,1.0
Ross,2.0,The Sonogram At The End,"So, um- so how's this, uh, how's this gonna work? Y'know, with us? Y'know, when, like, important decisions have to be made?",1.0
Ross,2.0,The Sonogram At The End,"Well, uh, uh, I don't know, okay, okay, how about with the, uh, with the baby's name?",1.0
Ross,2.0,The Sonogram At The End,...as in mouse?,1.0
Ross,2.0,The Sonogram At The End,"Still, you- you say minnie, you hear mouse. Um, how about, um.. How about julia?",1.0
Ross,2.0,The Sonogram At The End,"'s'funny, um, uh, we agreed we'd spend the rest of our lives together. Things change, roll with the punches. I believe julia's on the table..?",1.0
Rachel,2.0,The Sonogram At The End,"Oh, not much. I-i got a job.",1.0
Rachel,2.0,The Sonogram At The End,Why are- why are you so tanned?,1.0
Rachel,2.0,The Sonogram At The End,Oh no. You went on our honeymoon alone?,1.0
Rachel,2.0,The Sonogram At The End,"Mindy?! My maid of honour, mindy?!",1.0
Rachel,2.0,The Sonogram At The End,"Oh! Well, um.. You've got plugs!",1.0
Rachel,2.0,The Sonogram At The End,And you've got lenses! But you hate sticking your finger in your eye!,1.0
Rachel,2.0,The Sonogram At The End,"Anyway, um, I guess this belongs to you. And thank you for giving it to me.",1.0
Ross,2.0,The Sonogram At The End,Helen geller? I don't think so.,1.0
Ross,2.0,The Sonogram At The End,"What, it's gonna be helen willick?",1.0
Ross,2.0,The Sonogram At The End,"Well, wait a minute, wha- why is she in the title?",1.0
Ross,2.0,The Sonogram At The End,"Oh, 's'funny, really? Um, I don't remember you making any sperm.",1.0
Ross,2.0,The Sonogram At The End,"No no no, she gets a credit, hey, I'm in there too.",1.0
Ross,2.0,The Sonogram At The End,"Of course not, I'm... Suggesting geller-willick-bunch.",1.0
Ross,2.0,The Sonogram At The End,"My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-",1.0
Ross,2.0,The Sonogram At The End,"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.",1.0
Ross,2.0,The Sonogram At The End,Well? Isn't that amazing?,1.0
Joey,2.0,The Sonogram At The End,What are we supposed to be seeing here?,1.0
Chandler,2.0,The Sonogram At The End,"I dunno, but.. I think it's about to attack the enterprise.",1.0
Phoebe,2.0,The Sonogram At The End,"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",1.0
Ross,2.0,The Sonogram At The End,"Then don't do that, alright?",1.0
Ross,2.0,The Sonogram At The End,Monica. Whaddya think?,1.0
Ross,2.0,The Sonogram At The End,Wh- are you welling up?,1.0
Ross,2.0,The Sonogram At The End,"You are, you're welling up.",1.0
Ross,2.0,The Sonogram At The End,You're gonna be an aunt.,1.0
Rachel,2.0,The Sonogram At The End,"Hi, mindy. Hi, it-it's rachel. Yeah, I'm fine. I-i saw barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose. Okay, I know it was a cheap shot, but I feel so much better now.",1.0
Ross,3.0,The Thumb,"Hey. Oh, oh, how'd it go?",1.0
Phoebe,3.0,The Thumb,"Um, not so good. He walked me to the subway and said 'we should do this again!'",1.0
Rachel,3.0,The Thumb,"What? He said 'we should do it again', that's good, right?",1.0
Monica,3.0,The Thumb,"Uh, no. Loosely translated 'we should do this again' means 'you will never see me naked'.",1.0
Joey,3.0,The Thumb,"Since always. It's like dating language. Y'know, like 'it's not you' means 'it is you'.",1.0
Chandler,3.0,The Thumb,Or 'you're such a nice guy' means 'i'm gonna be dating leather-wearing alcoholics and complaining about them to you'.,1.0
Phoebe,3.0,The Thumb,"Or, or, y'know, um, 'i think we should see other people' means 'ha, ha, I already am'.",1.0
Rachel,3.0,The Thumb,And everybody knows this?,1.0
Joey,3.0,The Thumb,Yeah. Cushions the blow.,1.0
Chandler,3.0,The Thumb,"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",1.0
Ross,3.0,The Thumb,"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",1.0
Ross,3.0,The Thumb,"What? Wh- hello? The millners' farm in connecticut? The millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....oh my god, chi chi!",1.0
Chandler,3.0,The Thumb,"""so how does it feel knowing you're about to die?""",1.0
Joey,3.0,The Thumb,"""warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",1.0
Chandler,3.0,The Thumb,"Hey, that was really good!",1.0
Joey,3.0,The Thumb,Thanks! Let's keep going.,1.0
Chandler,3.0,The Thumb,"Okay. ""so. Whaddya want from me, damone, huh?""",1.0
Joey,3.0,The Thumb,"""i just wanna go back to my cell. 'cause in my cell, I can smoke.""",1.0
Chandler,3.0,The Thumb,"""smoke away.""",1.0
Chandler,3.0,The Thumb,I think this is probably why damone smokes in his cell alone.,1.0
Chandler,3.0,The Thumb,Relax your hand!,1.0
Chandler,3.0,The Thumb,Not so much!,1.0
Chandler,3.0,The Thumb,"Alright, now try taking a puff.",1.0
Chandler,3.0,The Thumb,Alright.. Okay. No. Give it to me.,1.0
Joey,3.0,The Thumb,"No no no, I am not giving you a cigarette.",1.0
Chandler,3.0,The Thumb,"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",1.0
Chandler,3.0,The Thumb,"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",1.0
Chandler,3.0,The Thumb,"Nah, not so much. Alright, now we smoke. Oh.. My.. God.",1.0
Monica,3.0,The Thumb,"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.",1.0
Joey,3.0,The Thumb,That's ridiculous!,1.0
Ross,3.0,The Thumb,Can I use.. Either thumb?,1.0
Rachel,3.0,The Thumb,"Alright, don't tell me, don't tell me! Decaf cappucino for joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!",1.0
Rachel,3.0,The Thumb,Good for me!,1.0
Joey,3.0,The Thumb,"Y'okay, phoebe?",1.0
Phoebe,3.0,The Thumb,"Yeah- no- I'm just- it's, I haven't worked- it's my bank.",1.0
Monica,3.0,The Thumb,What did they do to you?,1.0
Phoebe,3.0,The Thumb,"It's nothing, it's just- okay. I'm going through my mail, and I open up their monthly, you know, statement-",1.0
Phoebe,3.0,The Thumb,- and there's five hundred extra dollars in my account.,1.0
Chandler,3.0,The Thumb,"Oh, satan's minions at work again...",1.0
Phoebe,3.0,The Thumb,"Yes, 'cause now I have to go down there, and deal with them.",1.0
Joey,3.0,The Thumb,What are you talking about? Keep it!,1.0
Phoebe,3.0,The Thumb,"It's not mine, I didn't earn it, if I kept it, it would be like stealing.",1.0
Rachel,3.0,The Thumb,"Yeah, but if you spent it, it would be like shopping!",1.0
Phoebe,3.0,The Thumb,"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'not-mine. Not-mine. Not-mine.' and even if I was happy, okay, and, and skipping- 'not-not-mine, not-not-mine, not-not-mine, not-not-mine'...",1.0
Monica,3.0,The Thumb,We're with you. We got it.,1.0
Phoebe,3.0,The Thumb,Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.,1.0
Rachel,3.0,The Thumb,"Chandler, what are you doing?",1.0
Monica,3.0,The Thumb,Hey. Whaddya doing?,1.0
Ross,3.0,The Thumb,What is this?!,1.0
Chandler,3.0,The Thumb,"I'm smoking. I'm smoking, I'm smoking.",1.0
Phoebe,3.0,The Thumb,"Oh, I can't believe you! You've been so good, for three years!",1.0
Chandler,3.0,The Thumb,And this- is my reward!,1.0
Ross,3.0,The Thumb,"Hold on a second, alright? Just think about what you went through the last time you quit.",1.0
Chandler,3.0,The Thumb,"Okay, so this time I won't quit!",1.0
Chandler,3.0,The Thumb,"All right! I'm putting it out, I'm putting it out.",1.0
Phoebe,3.0,The Thumb,"Oh, no! I- I can't drink this now!",1.0
Monica,3.0,The Thumb,"Alright. I'm gonna go change, I've got a date.",1.0
Rachel,3.0,The Thumb,This alan again? How's it goin'?,1.0
Monica,3.0,The Thumb,"'s'going pretty good, y'know? It's nice, and, we're having fun.",1.0
Joey,3.0,The Thumb,So when do we get to meet the guy?,1.0
Monica,3.0,The Thumb,"Let's see, today's monday... Never.",1.0
Monica,3.0,The Thumb,No. Not after what happened with steve.,1.0
Chandler,3.0,The Thumb,What are you talking about? We love schhteve! Schhteve was schhexy!.. Sorry.,1.0
Monica,3.0,The Thumb,"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",1.0
Rachel,3.0,The Thumb,"Well, then can we meet him?",1.0
Monica,3.0,The Thumb,Nope. Schhorry.,1.0
Monica,3.0,The Thumb,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.",1.0
Monica,3.0,The Thumb,"I know. I just wish that once, I'd bring a guy home that they actually liked.",1.0
